Balayage complet {b1 anchor -> meilleur b2 oppose} pour tous les b1 du pool de base (4000 candidats, t=1..100, k=+/-1..10)
N1,N2 bornes a [1,65536]. Genere le 2026-08-29 09:45:11
==============================================================================================================

--- x0 = 13.457 --- (4000 appariements b1 valides : 2000 avec sign1=+, 2000 avec sign1=-  ;  4000 avec erreur < 1e-6) ---
       err |    t1   k1  sg1 |              b1 |    t2   k2  sg2 |              b2 |      N1      N2
  2.39e-09 |    86    8    - |   -74.730542178 |     2   -4    + |    38.176600707 |    4052   53527
  2.39e-09 |    40    4    - |   -38.446771492 |     6   -4    + |    38.323200891 |    4927   41815
  2.40e-09 |    14   10    - |   -92.781109654 |     2   -4    + |    38.176600707 |    3981   61633
  2.40e-09 |    46    7    + |   -61.259869791 |    98   -4    - |    34.042725804 |    1210   29043
  2.40e-09 |    64    3    - |   -29.398441762 |     2   -4    + |    38.176600707 |    7004   52563
  2.40e-09 |    42    3    + |   -25.004384612 |    92   -4    - |    34.044330945 |    3391   49118
  2.40e-09 |    83   -8    + |    74.729585906 |     1   -3    - |    25.418200133 |    6255   57833
  2.40e-09 |    51    8    - |   -74.714604127 |     8   -4    + |    38.350172779 |    4331   55981
  2.41e-09 |    96   -6    + |    56.603958733 |    11   -3    - |    25.077176436 |   11804   60403
  2.41e-09 |    35    4    - |   -38.441368922 |     2   -4    + |    38.176600707 |    7030   60759
  2.41e-09 |    59   -8    + |    74.719474506 |     9   -3    - |    25.092889842 |    3113   26954
  2.41e-09 |    19    7    - |   -65.605658299 |    12   -4    + |    38.382206550 |    3907   45936
  2.41e-09 |    58    5    - |   -47.524760460 |     3   -4    + |    38.240062994 |    4521   43892
  2.42e-09 |    48    4    + |   -34.064172396 |   100   -4    - |    34.042223129 |    1884   31783
  2.42e-09 |    74  -10    + |    92.855816664 |     3   -3    - |    25.212978992 |    2348   29303
  2.42e-09 |    71    3    - |   -29.401571402 |    10   -4    + |    38.368597540 |    7356   53905
  2.43e-09 |    10    7    - |   -65.562758391 |     8   -4    + |    38.350172779 |    1171   13816
  2.43e-09 |    70    7    - |   -65.660034360 |     2   -4    + |    38.176600707 |    4427   53427
  2.44e-09 |    57    9    - |   -83.783073909 |     5   -4    + |    38.304007616 |    3117   44021
  2.44e-09 |    98    7    + |   -61.236886655 |    97   -4    - |    34.042982950 |    2515   60347
  2.44e-09 |    27    9    + |   -79.411582400 |    99   -4    - |    34.042472563 |    1306   37569
  2.44e-09 |    71   -9    - |    79.375072002 |    90   -3    + |    29.408140651 |     633   37805
  2.44e-09 |    46    5    + |   -43.130429223 |    90   -4    - |    34.044901334 |    2648   50935
  2.44e-09 |    21   -8    - |    70.359608213 |    97   -3    + |    29.410059035 |     421   20579
  2.45e-09 |    32    8    + |   -70.339107377 |    98   -4    - |    34.042725804 |    2167   57175
  2.45e-09 |    55   -7    + |    65.652451887 |     3   -3    - |    25.212978992 |    6967   49179
  2.45e-09 |    49    9    + |   -79.387041052 |    89   -4    - |    34.045193710 |    1739   49978
  2.45e-09 |    18    7    + |   -61.303534222 |    94   -4    - |    34.043778854 |    2465   59178
  2.45e-09 |    74    6    + |   -52.179707875 |    99   -4    - |    34.042472563 |    2731   59049
  2.46e-09 |    94    2    + |   -15.914338286 |    99   -4    - |    34.042472563 |    1739   21054
  2.46e-09 |    28   10    + |   -88.474587006 |    99   -4    - |    34.042472563 |    1601   49862
  2.47e-09 |    81    4    + |   -34.047724312 |    95   -4    - |    34.043509368 |    2492   42015
  2.47e-09 |    50    9    - |   -83.778634732 |     3   -4    + |    38.240062994 |    3535   50321
  2.47e-09 |    91   10    - |   -92.861470182 |     2   -4    + |    38.176600707 |    4137   64090
  2.48e-09 |    40    8    + |   -70.329871912 |    93   -4    - |    34.044052674 |    1647   43436
  2.48e-09 |    71    2    + |   -15.922030016 |    91   -4    - |    34.044613789 |    5236   63367
  2.48e-09 |     7   -7    - |    61.373792423 |    96   -3    + |    29.409797882 |    1123   42588
  2.48e-09 |    50    7    + |   -61.256889807 |    94   -4    - |    34.043778854 |    1825   43791
  2.48e-09 |    40   -9    + |    83.770372910 |     4   -3    - |    25.175002922 |    3657   38725
  2.48e-09 |    44    5    + |   -43.132069329 |    89   -4    - |    34.045193710 |    2647   50913
  2.48e-09 |    27    5    - |   -47.494501571 |     3   -4    + |    38.240062994 |    5987   58102
  2.49e-09 |    58    3    + |   -24.993001809 |    89   -4    - |    34.045193710 |    4033   58392
  2.49e-09 |    88   10    - |   -92.860592916 |     7   -4    + |    38.338130698 |    2501   37973
  2.49e-09 |    94    2    - |   -20.344542848 |     4   -4    + |    38.278039063 |    8653   54384
  2.49e-09 |    56    3    + |   -24.994152313 |    93   -4    - |    34.044052674 |    3628   52545
  2.49e-09 |    10   -8    - |    70.408045864 |    98   -3    + |    29.410316182 |    1328   65013
  2.50e-09 |    14    1    + |    -6.930813467 |   100   -4    - |    34.042223129 |     798    7781
  2.50e-09 |    23   -8    + |    74.680715699 |    11   -3    - |    25.077176436 |    5762   49695
  2.50e-09 |    12   -8    + |    74.641087685 |     8   -3    - |    25.102869207 |    6693   57962
  2.50e-09 |    23    9    - |   -83.745435983 |     2   -4    + |    38.176600707 |    3581   51368
  2.50e-09 |    71   -9    + |    83.789893104 |     6   -3    - |    25.129841095 |    5451   57232
  2.50e-09 |    97    3    - |   -29.410059035 |     9   -4    + |    38.360152144 |    3775   27696
  2.50e-09 |    71   -6    + |    56.595732253 |    12   -3    - |    25.070835435 |    9837   50260
  2.51e-09 |    12    3    + |   -25.070835435 |    95   -4    - |    34.043509368 |    4288   62199
  2.51e-09 |    92    9    + |   -79.367932363 |    94   -4    - |    34.043778854 |    2272   65309
  2.51e-09 |    62    1    - |   -11.268011057 |     4   -4    + |    38.278039063 |    1439    7421
  2.51e-09 |    80   -6    - |    52.177507623 |    98   -3    + |    29.410316182 |    1754   46905
  2.51e-09 |    91    8    + |   -70.303494924 |    98   -4    - |    34.042725804 |    2101   55414
  2.52e-09 |    59    7    + |   -61.251329749 |    94   -4    - |    34.043778854 |     313    7510
  2.52e-09 |    89   -8    - |    70.304074845 |    92   -3    + |    29.408711041 |     852   41521
  2.52e-09 |    32   -8    + |    74.696417161 |     4   -3    - |    25.175002922 |     998    8777
  2.52e-09 |    26    3    + |   -25.025074356 |    97   -4    - |    34.042982950 |    2911   42196
  2.52e-09 |    11    9    + |   -79.465498138 |    93   -4    - |    34.044052674 |    2101   60443
  2.53e-09 |     7    1    - |   -11.143969847 |     8   -4    + |    38.350172779 |    6211   31651
  2.54e-09 |    27  -10    + |    92.818102989 |     9   -3    - |    25.092889842 |    5283   64352
  2.54e-09 |    37    5    - |   -47.508381344 |    11   -4    + |    38.375865549 |    6605   63042
  2.54e-09 |    15    4    - |   -38.397267098 |     8   -4    + |    38.350172779 |    3915   33092
  2.55e-09 |    94    8    - |   -74.732864550 |     6   -4    + |    38.323200891 |    4309   55892
  2.55e-09 |    19    4    + |   -34.106264821 |    98   -4    - |    34.042725804 |    2483   41910
  2.56e-09 |    57    6    + |   -52.187730345 |    97   -4    - |    34.042982950 |    1021   22075
  2.56e-09 |    69   -8    - |    70.311197127 |    94   -3    + |    29.409263132 |    1111   54189
  2.56e-09 |    77    4    + |   -34.049135038 |    91   -4    - |    34.044613789 |    2767   46639
  2.56e-09 |    80    2    + |   -15.918626488 |    98   -4    - |    34.042725804 |    3682   44579
  2.56e-09 |    62    4    + |   -34.055590361 |    90   -4    - |    34.044901334 |    1783   30054
  2.57e-09 |    86    9    + |   -79.369702644 |    97   -4    - |    34.042982950 |    1385   39821
  2.57e-09 |    55    6    + |   -52.188911800 |    91   -4    - |    34.044613789 |    2861   61832
  2.58e-09 |    58  -10    + |    92.848361878 |     6   -3    - |    25.129841095 |    1403   17222
  2.58e-09 |    85  -10    - |    88.434736056 |    98   -3    + |    29.410316182 |     899   63758
  2.59e-09 |    60    4    + |   -34.056629586 |    96   -4    - |    34.043244103 |    3369   56813
  2.59e-09 |    30   -8    + |    74.693548578 |    11   -3    - |    25.077176436 |    6192   53419
  2.60e-09 |    75    7    + |   -61.244043197 |    95   -4    - |    34.043509368 |     757   18163
  2.60e-09 |    69    2    + |   -15.922875425 |    91   -4    - |    34.044613789 |    4502   54485
  2.60e-09 |    70  -10    - |    88.440210462 |    89   -3    + |    29.407848275 |     565   39954
  2.61e-09 |    61   -9    - |    79.379705005 |    93   -3    + |    29.408989312 |     851   50882
  2.61e-09 |    98    6    + |   -52.172166371 |    98   -4    - |    34.042725804 |    2607   56359
  2.61e-09 |    99    3    + |   -24.977752279 |    89   -4    - |    34.045193710 |    1513   21900
  2.61e-09 |    70    4    - |   -38.465873509 |    11   -4    + |    38.375865549 |    4404   37145
  2.61e-09 |    89    2    - |   -20.343127991 |     7   -4    + |    38.338130698 |    4311   26893
  2.62e-09 |     5   -9    - |    79.537356072 |    95   -3    + |    29.409532618 |     314   18847
  2.62e-09 |    93  -10    - |    88.432374375 |    92   -3    + |    29.408711041 |     345   24419
  2.63e-09 |     5    9    + |   -79.537356072 |    91   -4    - |    34.044613789 |    1975   56847
  2.63e-09 |    48   -8    + |    74.712471008 |     4   -3    - |    25.175002922 |    6799   59816
  2.64e-09 |    37    6    + |   -52.203541776 |   100   -4    - |    34.042223129 |    2461   53230
  2.64e-09 |    48    9    + |   -79.387773815 |    99   -4    - |    34.042472563 |    1297   37302
  2.64e-09 |   100   -9    - |    79.365824547 |    99   -3    + |    29.410569423 |     613   36712
  2.64e-09 |    34    2    + |   -15.948173928 |    96   -4    - |    34.043244103 |    4939   59828
  2.65e-09 |    80    5    + |   -43.112787339 |    92   -4    - |    34.044330945 |    1760   33851
  2.66e-09 |    45    6    + |   -52.195955898 |    95   -4    - |    34.043509368 |    3030   65509
  2.66e-09 |    41  -10    - |    88.458352297 |    98   -3    + |    29.410316182 |     498   35333
  2.66e-09 |    53   -9    + |    83.780644765 |    12   -3    - |    25.070835435 |    1396   14487
  2.66e-09 |    79    7    - |   -65.663506835 |     3   -4    + |    38.240062994 |    3327   39835
  2.67e-09 |    33    5    - |   -47.503591848 |     3   -4    + |    38.240062994 |    3277   31806
  2.67e-09 |    89    6    - |   -56.602009126 |     6   -4    + |    38.323200891 |    6025   64651
  2.68e-09 |    21    1    + |    -6.906566227 |    97   -4    - |    34.042982950 |    6089   59321
  2.68e-09 |    99    6    + |   -52.171913130 |    94   -4    - |    34.043778854 |    1919   41474
  2.68e-09 |     3   -8    + |    74.498944128 |     4   -3    - |    25.175002922 |    6598   57769
  2.68e-09 |    95    4    - |   -38.474252901 |     7   -4    + |    38.338130698 |    7639   64738
  2.68e-09 |    92    5    + |   -43.109051228 |    99   -4    - |    34.042472563 |    3187   61324
  2.68e-09 |    83    4    + |   -34.047057498 |    90   -4    - |    34.044901334 |    3491   58836
  2.68e-09 |    26  -10    - |    88.478116341 |    99   -3    + |    29.410569423 |     475   33723
  2.69e-09 |    98   -8    + |    74.733917600 |    11   -3    - |    25.077176436 |    6796   58683
  2.69e-09 |    86   -8    + |    74.730542178 |     5   -3    - |    25.149034370 |    5853   51251
  2.69e-09 |     1    2    - |   -19.905401285 |     1   -4    + |    38.034841852 |   10163   65293
  2.69e-09 |    85   -9    + |    83.794949334 |     3   -3    - |    25.212978992 |    4139   44181
  2.70e-09 |    55    9    - |   -83.781892455 |     7   -4    + |    38.338130698 |    4377   61555
  2.70e-09 |    96    5    - |   -47.539238450 |     8   -4    + |    38.350172779 |    6801   65144
  2.70e-09 |    52    9    + |   -79.384970999 |    99   -4    - |    34.042472563 |    1925   55362
  2.70e-09 |    22   -9    + |    83.743118048 |     8   -3    - |    25.102869207 |    5255   54836
  2.71e-09 |    16    8    + |   -70.375323395 |    92   -4    - |    34.044330945 |    2069   54586
  2.71e-09 |    16    6    - |   -56.530760576 |     6   -4    + |    38.323200891 |    4383   46993
  2.71e-09 |    51    9    + |   -79.385640695 |   100   -4    - |    34.042223129 |     130    3739
  2.71e-09 |     5  -10    - |    88.602076355 |    91   -3    + |    29.408428196 |     548   38887
  2.72e-09 |    57    2    + |   -15.928849211 |   100   -4    - |    34.042223129 |     995   12051
  2.72e-09 |    36    1    - |   -11.248378005 |    10   -4    + |    38.368597540 |    4329   22066
  2.72e-09 |    81  -10    + |    92.858359659 |     1   -3    - |    25.418200133 |    4579   59585
  2.72e-09 |    30    4    + |   -34.083094826 |    90   -4    - |    34.044901334 |    2096   35345
  2.72e-09 |    51    3    - |   -29.391002709 |     7   -4    + |    38.338130698 |    7277   53517
  2.73e-09 |     4    4    + |   -34.239723206 |    98   -4    - |    34.042725804 |    3561   60230
  2.73e-09 |    96   -8    - |    70.302125238 |    94   -3    + |    29.409263132 |    1148   55981
  2.73e-09 |    57    6    - |   -56.588913059 |     2   -4    + |    38.176600707 |    5013   54776
  2.73e-09 |    39    7    + |   -61.266148490 |    98   -4    - |    34.042725804 |     727   17451
  2.74e-09 |    88    1    - |   -11.278110363 |    10   -4    + |    38.368597540 |    5084   25933
  2.75e-09 |    80    9    - |   -83.793296632 |     1   -4    + |    38.034841852 |    2318   33869
  2.75e-09 |   100    4    - |   -38.475539140 |     3   -4    + |    38.240062994 |    6495   55718
  2.76e-09 |    42    4    - |   -38.448657374 |     2   -4    + |    38.176600707 |    5785   50004
  2.76e-09 |    57   10    - |   -92.847794193 |    10   -4    + |    38.368597540 |    3865   58457
  2.76e-09 |     9    9    - |   -83.683753562 |     3   -4    + |    38.240062994 |    3194   45429
  2.76e-09 |    10    8    + |   -70.408045864 |    91   -4    - |    34.044613789 |    1682   44387
  2.77e-09 |    23  -10    - |    88.484249407 |    99   -3    + |    29.410569423 |     919   65252
  2.78e-09 |    23    7    + |   -61.290088556 |    93   -4    - |    34.044052674 |    1462   35091
  2.78e-09 |    86  -10    + |    92.859982745 |    10   -3    - |    25.084444446 |    1981   24107
  2.78e-09 |    20    5    + |   -43.168112476 |    99   -4    - |    34.042472563 |    3034   58427
  2.78e-09 |    59   10    - |   -92.848915073 |     4   -4    + |    38.278039063 |    3823   58473
  2.80e-09 |    37   -9    - |    79.397702627 |    96   -3    + |    29.409797882 |     148    8861
  2.80e-09 |    96   -9    - |    79.366845521 |    97   -3    + |    29.410059035 |     211   12629
  2.81e-09 |    13  -10    + |    92.776123908 |    10   -3    - |    25.084444446 |    2009   24415
  2.81e-09 |    23    7    - |   -65.615995415 |     6   -4    + |    38.323200891 |    4864   57611
  2.82e-09 |    42   10    + |   -88.457426598 |    97   -4    - |    34.042982950 |     848   26403
  2.82e-09 |     1  -10    - |    88.871242119 |   100   -3    + |    29.410818856 |     908   64919
  2.82e-09 |    85    6    - |   -56.600788483 |     8   -4    + |    38.350172779 |    5037   53869
  2.82e-09 |    52    4    - |   -38.456392688 |    10   -4    + |    38.368597540 |    7240   61111
  2.82e-09 |    38   -8    - |    70.331904710 |    98   -3    + |    29.410316182 |    1188   58049
  2.82e-09 |    77    7    + |   -61.243295889 |    93   -4    - |    34.044052674 |    1957   46948
  2.83e-09 |    39    6    - |   -56.575215198 |     6   -4    + |    38.323200891 |    2855   30626
  2.83e-09 |    89    9    - |   -83.796169977 |     7   -4    + |    38.338130698 |    1399   19677
  2.83e-09 |     3    5    + |   -43.342419559 |    93   -4    - |    34.044052674 |    1711   33014
  2.83e-09 |    84    4    - |   -38.471029214 |     2   -4    + |    38.176600707 |    7506   64901
  2.84e-09 |    98    7    - |   -65.669197316 |     8   -4    + |    38.350172779 |    5323   62873
  2.84e-09 |    94    7    + |   -61.237939705 |    97   -4    - |    34.042982950 |    2657   63755
  2.84e-09 |    50    3    + |   -24.998008672 |    95   -4    - |    34.043509368 |    2766   40069
  2.84e-09 |    86    7    + |   -61.240262077 |    93   -4    - |    34.044052674 |    2088   50089
  2.84e-09 |    82    6    - |   -56.599814980 |     2   -4    + |    38.176600707 |    1921   20993
  2.84e-09 |    20   -8    + |    74.673251211 |     1   -3    - |    25.418200133 |    7063   65221
  2.84e-09 |    75   -7    - |    61.244043197 |    99   -3    + |    29.410569423 |    1497   56588
  2.84e-09 |    47    4    - |   -38.452833856 |    10   -4    + |    38.368597540 |    2982   25169
  2.85e-09 |    98   10    - |   -92.863358167 |     2   -4    + |    38.176600707 |    3944   61101
  2.85e-09 |    21   -6    + |    56.546475758 |     3   -3    - |    25.212978992 |   10205   53517
  2.85e-09 |    16    7    - |   -65.595480860 |     6   -4    + |    38.323200891 |    4040   47841
  2.85e-09 |    92    3    + |   -24.979610661 |    93   -4    - |    34.044052674 |    2933   42468
  2.85e-09 |    68   10    + |   -88.441074314 |    97   -4    - |    34.042982950 |    1957   60924
  2.85e-09 |    93    8    + |   -70.302933808 |    91   -4    - |    34.044613789 |    1531   40360
  2.86e-09 |    49   -9    + |    83.777924054 |     1   -3    - |    25.418200133 |    4121   45850
  2.86e-09 |     2    1    + |    -7.147000711 |    99   -4    - |    34.042472563 |    2385   23389
  2.86e-09 |    25    2    + |   -15.962275404 |    93   -4    - |    34.044052674 |    3397   41153
  2.86e-09 |   100   -7    - |    61.236383980 |   100   -3    + |    29.410818856 |     970   36669
  2.87e-09 |    88    7    - |   -65.666432065 |    12   -4    + |    38.382206550 |    4337   51024
  2.87e-09 |    50    4    + |   -34.062728956 |    90   -4    - |    34.044901334 |    3149   53085
  2.87e-09 |    92   -7    + |    65.667592175 |    12   -3    - |    25.070835435 |    1093    7506
  2.88e-09 |    25    3    - |   -29.361326015 |     3   -4    + |    38.240062994 |    7392   55001
